,Oximetria,Hora,Data
2813,91,22:54:00,17-06-22
2814,98,22:55:00,17-06-22
2815,92,22:56:00,17-06-22
2816,96,22:57:00,17-06-22
2817,96,22:58:00,17-06-22
2818,97,22:59:00,17-06-22
2819,95,23:00:00,17-06-22
2820,98,23:01:00,17-06-22
2821,95,23:02:00,17-06-22
2822,97,23:03:00,17-06-22
2823,90,23:04:00,17-06-22
2824,90,23:05:00,17-06-22
2825,97,23:06:00,17-06-22
2826,97,23:07:00,17-06-22
2827,95,23:08:00,17-06-22
2828,91,23:09:00,17-06-22
2829,93,23:10:00,17-06-22
2830,94,23:11:00,17-06-22
2831,97,23:12:00,17-06-22
2832,93,23:13:00,17-06-22
2833,95,23:14:00,17-06-22
2834,94,23:15:00,17-06-22
2835,95,23:16:00,17-06-22
2836,93,23:17:00,17-06-22
2837,91,23:18:00,17-06-22
2838,90,23:19:00,17-06-22
2839,97,23:20:00,17-06-22
2840,95,23:21:00,17-06-22
2841,97,23:22:00,17-06-22
2842,94,23:23:00,17-06-22
2843,92,23:24:00,17-06-22
2844,92,23:25:00,17-06-22
2845,94,23:26:00,17-06-22
2846,94,23:27:00,17-06-22
2847,98,23:28:00,17-06-22
2848,95,23:29:00,17-06-22
2849,98,23:30:00,17-06-22
2850,90,23:31:00,17-06-22
2851,96,23:32:00,17-06-22
2852,92,23:33:00,17-06-22
2853,97,23:34:00,17-06-22
2854,95,23:35:00,17-06-22
2855,95,23:36:00,17-06-22
2856,92,23:37:00,17-06-22
2857,96,23:38:00,17-06-22
2858,92,23:39:00,17-06-22
2859,97,23:40:00,17-06-22
2860,94,23:41:00,17-06-22
2861,90,23:42:00,17-06-22
2862,91,23:43:00,17-06-22
2863,91,23:44:00,17-06-22
2864,98,23:45:00,17-06-22
2865,90,23:46:00,17-06-22
2866,96,23:47:00,17-06-22
2867,92,23:48:00,17-06-22
2868,91,23:49:00,17-06-22
2869,97,23:50:00,17-06-22
2870,93,23:51:00,17-06-22
2871,98,23:52:00,17-06-22
2872,93,23:53:00,17-06-22
2873,95,23:54:00,17-06-22
2874,93,23:55:00,17-06-22
2875,95,23:56:00,17-06-22
2876,93,23:57:00,17-06-22
2877,95,23:58:00,17-06-22
2878,97,23:59:00,17-06-22
2879,92,00:00:00,18-06-22
2880,94,00:01:00,18-06-22
2881,91,00:02:00,18-06-22
2882,93,00:03:00,18-06-22
2883,91,00:04:00,18-06-22
2884,97,00:05:00,18-06-22
2885,95,00:06:00,18-06-22
2886,90,00:07:00,18-06-22
2887,97,00:08:00,18-06-22
2888,96,00:09:00,18-06-22
2889,92,00:10:00,18-06-22
2890,97,00:11:00,18-06-22
2891,92,00:12:00,18-06-22
2892,93,00:13:00,18-06-22
2893,93,00:14:00,18-06-22
2894,95,00:15:00,18-06-22
2895,96,00:16:00,18-06-22
2896,97,00:17:00,18-06-22
2897,91,00:18:00,18-06-22
2898,90,00:19:00,18-06-22
2899,95,00:20:00,18-06-22
2900,94,00:21:00,18-06-22
2901,93,00:22:00,18-06-22
2902,93,00:23:00,18-06-22
2903,97,00:24:00,18-06-22
2904,96,00:25:00,18-06-22
2905,90,00:26:00,18-06-22
2906,94,00:27:00,18-06-22
2907,93,00:28:00,18-06-22
2908,95,00:29:00,18-06-22
2909,91,00:30:00,18-06-22
2910,94,00:31:00,18-06-22
2911,97,00:32:00,18-06-22
2912,90,00:33:00,18-06-22
2913,94,00:34:00,18-06-22
2914,90,00:35:00,18-06-22
2915,91,00:36:00,18-06-22
2916,98,00:37:00,18-06-22
2917,94,00:38:00,18-06-22
2918,95,00:39:00,18-06-22
2919,98,00:40:00,18-06-22
2920,98,00:41:00,18-06-22
2921,95,00:42:00,18-06-22
2922,97,00:43:00,18-06-22
2923,97,00:44:00,18-06-22
2924,95,00:45:00,18-06-22
2925,97,00:46:00,18-06-22
2926,91,00:47:00,18-06-22
2927,91,00:48:00,18-06-22
2928,96,00:49:00,18-06-22
2929,91,00:50:00,18-06-22
2930,98,00:51:00,18-06-22
2931,91,00:52:00,18-06-22
2932,91,00:53:00,18-06-22
2933,98,00:54:00,18-06-22
2934,90,00:55:00,18-06-22
2935,92,00:56:00,18-06-22
2936,95,00:57:00,18-06-22
2937,93,00:58:00,18-06-22
2938,92,00:59:00,18-06-22
2939,93,01:00:00,18-06-22
2940,94,01:01:00,18-06-22
2941,93,01:02:00,18-06-22
2942,94,01:03:00,18-06-22
2943,91,01:04:00,18-06-22
2944,93,01:05:00,18-06-22
2945,91,01:06:00,18-06-22
2946,98,01:07:00,18-06-22
2947,93,01:08:00,18-06-22
2948,90,01:09:00,18-06-22
2949,98,01:10:00,18-06-22
2950,92,01:11:00,18-06-22
2951,98,01:12:00,18-06-22
2952,97,01:13:00,18-06-22
2953,94,01:14:00,18-06-22
2954,92,01:15:00,18-06-22
2955,90,01:16:00,18-06-22
2956,91,01:17:00,18-06-22
2957,95,01:18:00,18-06-22
2958,92,01:19:00,18-06-22
2959,91,01:20:00,18-06-22
2960,90,01:21:00,18-06-22
2961,91,01:22:00,18-06-22
2962,95,01:23:00,18-06-22
2963,94,01:24:00,18-06-22
2964,97,01:25:00,18-06-22
2965,95,01:26:00,18-06-22
2966,98,01:27:00,18-06-22
2967,94,01:28:00,18-06-22
2968,94,01:29:00,18-06-22
2969,92,01:30:00,18-06-22
2970,92,01:31:00,18-06-22
2971,94,01:32:00,18-06-22
2972,93,01:33:00,18-06-22
2973,92,01:34:00,18-06-22
2974,94,01:35:00,18-06-22
2975,92,01:36:00,18-06-22
2976,90,01:37:00,18-06-22
2977,98,01:38:00,18-06-22
2978,98,01:39:00,18-06-22
2979,91,01:40:00,18-06-22
2980,96,01:41:00,18-06-22
2981,93,01:42:00,18-06-22
2982,92,01:43:00,18-06-22
2983,94,01:44:00,18-06-22
2984,92,01:45:00,18-06-22
2985,90,01:46:00,18-06-22
2986,91,01:47:00,18-06-22
2987,94,01:48:00,18-06-22
2988,93,01:49:00,18-06-22
2989,91,01:50:00,18-06-22
2990,93,01:51:00,18-06-22
2991,91,01:52:00,18-06-22
2992,91,01:53:00,18-06-22
2993,96,01:54:00,18-06-22
2994,92,01:55:00,18-06-22
2995,91,01:56:00,18-06-22
2996,91,01:57:00,18-06-22
2997,95,01:58:00,18-06-22
2998,92,01:59:00,18-06-22
2999,95,02:00:00,18-06-22
3000,96,02:01:00,18-06-22
3001,97,02:02:00,18-06-22
3002,94,02:03:00,18-06-22
3003,97,02:04:00,18-06-22
3004,91,02:05:00,18-06-22
3005,90,02:06:00,18-06-22
3006,98,02:07:00,18-06-22
3007,90,02:08:00,18-06-22
3008,93,02:09:00,18-06-22
3009,97,02:10:00,18-06-22
3010,91,02:11:00,18-06-22
3011,91,02:12:00,18-06-22
3012,92,02:13:00,18-06-22
3013,92,02:14:00,18-06-22
3014,98,02:15:00,18-06-22
3015,91,02:16:00,18-06-22
3016,93,02:17:00,18-06-22
3017,96,02:18:00,18-06-22
3018,91,02:19:00,18-06-22
3019,92,02:20:00,18-06-22
3020,97,02:21:00,18-06-22
3021,90,02:22:00,18-06-22
3022,95,02:23:00,18-06-22
3023,98,02:24:00,18-06-22
3024,95,02:25:00,18-06-22
3025,92,02:26:00,18-06-22
3026,98,02:27:00,18-06-22
3027,90,02:28:00,18-06-22
3028,92,02:29:00,18-06-22
3029,92,02:30:00,18-06-22
3030,97,02:31:00,18-06-22
3031,91,02:32:00,18-06-22
3032,93,02:33:00,18-06-22
3033,94,02:34:00,18-06-22
3034,90,02:35:00,18-06-22
3035,98,02:36:00,18-06-22
3036,91,02:37:00,18-06-22
3037,94,02:38:00,18-06-22
3038,95,02:39:00,18-06-22
3039,98,02:40:00,18-06-22
3040,93,02:41:00,18-06-22
3041,90,02:42:00,18-06-22
3042,92,02:43:00,18-06-22
3043,96,02:44:00,18-06-22
3044,95,02:45:00,18-06-22
3045,98,02:46:00,18-06-22
3046,95,02:47:00,18-06-22
3047,94,02:48:00,18-06-22
3048,97,02:49:00,18-06-22
3049,96,02:50:00,18-06-22
3050,90,02:51:00,18-06-22
3051,91,02:52:00,18-06-22
3052,98,02:53:00,18-06-22
3053,98,02:54:00,18-06-22
3054,93,02:55:00,18-06-22
3055,95,02:56:00,18-06-22
3056,95,02:57:00,18-06-22
3057,98,02:58:00,18-06-22
3058,90,02:59:00,18-06-22
3059,90,03:00:00,18-06-22
3060,90,03:01:00,18-06-22
3061,95,03:02:00,18-06-22
3062,91,03:03:00,18-06-22
3063,91,03:04:00,18-06-22
3064,90,03:05:00,18-06-22
3065,93,03:06:00,18-06-22
3066,96,03:07:00,18-06-22
3067,96,03:08:00,18-06-22
3068,90,03:09:00,18-06-22
3069,91,03:10:00,18-06-22
3070,91,03:11:00,18-06-22
3071,90,03:12:00,18-06-22
3072,94,03:13:00,18-06-22
3073,96,03:14:00,18-06-22
3074,92,03:15:00,18-06-22
3075,96,03:16:00,18-06-22
3076,92,03:17:00,18-06-22
3077,96,03:18:00,18-06-22
3078,92,03:19:00,18-06-22
3079,92,03:20:00,18-06-22
3080,97,03:21:00,18-06-22
3081,95,03:22:00,18-06-22
3082,95,03:23:00,18-06-22
3083,98,03:24:00,18-06-22
3084,91,03:25:00,18-06-22
3085,91,03:26:00,18-06-22
3086,92,03:27:00,18-06-22
3087,94,03:28:00,18-06-22
3088,92,03:29:00,18-06-22
3089,92,03:30:00,18-06-22
3090,90,03:31:00,18-06-22
3091,94,03:32:00,18-06-22
3092,97,03:33:00,18-06-22
3093,97,03:34:00,18-06-22
3094,91,03:35:00,18-06-22
3095,96,03:36:00,18-06-22
3096,95,03:37:00,18-06-22
3097,96,03:38:00,18-06-22
3098,91,03:39:00,18-06-22
3099,90,03:40:00,18-06-22
3100,92,03:41:00,18-06-22
3101,98,03:42:00,18-06-22
3102,98,03:43:00,18-06-22
3103,91,03:44:00,18-06-22
3104,93,03:45:00,18-06-22
3105,97,03:46:00,18-06-22
3106,95,03:47:00,18-06-22
3107,91,03:48:00,18-06-22
3108,94,03:49:00,18-06-22
3109,96,03:50:00,18-06-22
3110,94,03:51:00,18-06-22
3111,98,03:52:00,18-06-22
3112,92,03:53:00,18-06-22
3113,96,03:54:00,18-06-22
3114,98,03:55:00,18-06-22
3115,92,03:56:00,18-06-22
3116,92,03:57:00,18-06-22
3117,93,03:58:00,18-06-22
3118,98,03:59:00,18-06-22
3119,94,04:00:00,18-06-22
3120,97,04:01:00,18-06-22
3121,91,04:02:00,18-06-22
3122,91,04:03:00,18-06-22
3123,90,04:04:00,18-06-22
3124,94,04:05:00,18-06-22
3125,97,04:06:00,18-06-22
3126,98,04:07:00,18-06-22
3127,95,04:08:00,18-06-22
3128,90,04:09:00,18-06-22
3129,94,04:10:00,18-06-22
3130,93,04:11:00,18-06-22
3131,98,04:12:00,18-06-22
3132,93,04:13:00,18-06-22
3133,95,04:14:00,18-06-22
3134,94,04:15:00,18-06-22
3135,98,04:16:00,18-06-22
3136,98,04:17:00,18-06-22
3137,94,04:18:00,18-06-22
3138,96,04:19:00,18-06-22
3139,98,04:20:00,18-06-22
3140,92,04:21:00,18-06-22
3141,98,04:22:00,18-06-22
3142,90,04:23:00,18-06-22
3143,94,04:24:00,18-06-22
3144,95,04:25:00,18-06-22
3145,94,04:26:00,18-06-22
3146,95,04:27:00,18-06-22
3147,91,04:28:00,18-06-22
3148,94,04:29:00,18-06-22
3149,94,04:30:00,18-06-22
3150,96,04:31:00,18-06-22
3151,98,04:32:00,18-06-22
3152,93,04:33:00,18-06-22
3153,94,04:34:00,18-06-22
3154,95,04:35:00,18-06-22
3155,96,04:36:00,18-06-22
3156,91,04:37:00,18-06-22
3157,97,04:38:00,18-06-22
3158,91,04:39:00,18-06-22
3159,95,04:40:00,18-06-22
3160,98,04:41:00,18-06-22
3161,91,04:42:00,18-06-22
3162,96,04:43:00,18-06-22
3163,94,04:44:00,18-06-22
3164,93,04:45:00,18-06-22
3165,92,04:46:00,18-06-22
3166,94,04:47:00,18-06-22
3167,90,04:48:00,18-06-22
3168,98,04:49:00,18-06-22
3169,91,04:50:00,18-06-22
3170,98,04:51:00,18-06-22
3171,93,04:52:00,18-06-22
3172,93,04:53:00,18-06-22
3173,93,04:54:00,18-06-22
3174,95,04:55:00,18-06-22
3175,97,04:56:00,18-06-22
3176,94,04:57:00,18-06-22
3177,91,04:58:00,18-06-22
3178,93,04:59:00,18-06-22
3179,91,05:00:00,18-06-22
3180,94,05:01:00,18-06-22
3181,96,05:02:00,18-06-22
3182,96,05:03:00,18-06-22
3183,91,05:04:00,18-06-22
3184,90,05:05:00,18-06-22
3185,90,05:06:00,18-06-22
3186,98,05:07:00,18-06-22
3187,97,05:08:00,18-06-22
3188,96,05:09:00,18-06-22
3189,94,05:10:00,18-06-22
3190,91,05:11:00,18-06-22
3191,97,05:12:00,18-06-22
3192,95,05:13:00,18-06-22
3193,95,05:14:00,18-06-22
3194,93,05:15:00,18-06-22
3195,92,05:16:00,18-06-22
3196,92,05:17:00,18-06-22
3197,94,05:18:00,18-06-22
3198,92,05:19:00,18-06-22
3199,92,05:20:00,18-06-22
3200,95,05:21:00,18-06-22
3201,95,05:22:00,18-06-22
3202,98,05:23:00,18-06-22
3203,96,05:24:00,18-06-22
3204,98,05:25:00,18-06-22
3205,95,05:26:00,18-06-22
3206,90,05:27:00,18-06-22
3207,91,05:28:00,18-06-22
3208,97,05:29:00,18-06-22
3209,96,05:30:00,18-06-22
3210,95,05:31:00,18-06-22
3211,96,05:32:00,18-06-22
3212,95,05:33:00,18-06-22
3213,95,05:34:00,18-06-22
3214,92,05:35:00,18-06-22
3215,97,05:36:00,18-06-22
3216,97,05:37:00,18-06-22
3217,91,05:38:00,18-06-22
3218,94,05:39:00,18-06-22
3219,97,05:40:00,18-06-22
3220,90,05:41:00,18-06-22
3221,94,05:42:00,18-06-22
3222,98,05:43:00,18-06-22
3223,98,05:44:00,18-06-22
3224,94,05:45:00,18-06-22
3225,92,05:46:00,18-06-22
3226,97,05:47:00,18-06-22
3227,95,05:48:00,18-06-22
3228,95,05:49:00,18-06-22
3229,97,05:50:00,18-06-22
3230,94,05:51:00,18-06-22
3231,96,05:52:00,18-06-22
3232,95,05:53:00,18-06-22
3233,93,05:54:00,18-06-22
3234,90,05:55:00,18-06-22
3235,97,05:56:00,18-06-22
3236,90,05:57:00,18-06-22
3237,93,05:58:00,18-06-22
3238,98,05:59:00,18-06-22
3239,92,06:00:00,18-06-22
3240,96,06:01:00,18-06-22
3241,92,06:02:00,18-06-22
3242,98,06:03:00,18-06-22
3243,91,06:04:00,18-06-22
3244,94,06:05:00,18-06-22
3245,94,06:06:00,18-06-22
3246,91,06:07:00,18-06-22
3247,96,06:08:00,18-06-22
3248,94,06:09:00,18-06-22
3249,96,06:10:00,18-06-22
3250,98,06:11:00,18-06-22
3251,97,06:12:00,18-06-22
3252,93,06:13:00,18-06-22
3253,92,06:14:00,18-06-22
3254,90,06:15:00,18-06-22
3255,97,06:16:00,18-06-22
3256,98,06:17:00,18-06-22
3257,95,06:18:00,18-06-22
3258,96,06:19:00,18-06-22
3259,96,06:20:00,18-06-22
3260,90,06:21:00,18-06-22
3261,98,06:22:00,18-06-22
3262,98,06:23:00,18-06-22
3263,96,06:24:00,18-06-22
3264,91,06:25:00,18-06-22
3265,92,06:26:00,18-06-22
3266,90,06:27:00,18-06-22
3267,94,06:28:00,18-06-22
3268,96,06:29:00,18-06-22
3269,91,06:30:00,18-06-22
3270,92,06:31:00,18-06-22
3271,90,06:32:00,18-06-22
3272,98,06:33:00,18-06-22
3273,93,06:34:00,18-06-22
3274,95,06:35:00,18-06-22
3275,90,06:36:00,18-06-22
3276,96,06:37:00,18-06-22
3277,94,06:38:00,18-06-22
3278,97,06:39:00,18-06-22
3279,92,06:40:00,18-06-22
3280,91,06:41:00,18-06-22
3281,98,06:42:00,18-06-22
3282,98,06:43:00,18-06-22
3283,98,06:44:00,18-06-22
3284,98,06:45:00,18-06-22
3285,90,06:46:00,18-06-22
3286,93,06:47:00,18-06-22
3287,95,06:48:00,18-06-22
3288,96,06:49:00,18-06-22
3289,97,06:50:00,18-06-22
3290,93,06:51:00,18-06-22
3291,94,06:52:00,18-06-22
3292,91,06:53:00,18-06-22
3293,98,06:54:00,18-06-22
3294,90,06:55:00,18-06-22
3295,93,06:56:00,18-06-22
3296,90,06:57:00,18-06-22
3297,98,06:58:00,18-06-22
3298,96,06:59:00,18-06-22
3299,91,07:00:00,18-06-22
3300,98,07:01:00,18-06-22
3301,97,07:02:00,18-06-22
3302,98,07:03:00,18-06-22
3303,98,07:04:00,18-06-22
3304,92,07:05:00,18-06-22
3305,95,07:06:00,18-06-22
3306,97,07:07:00,18-06-22
3307,96,07:08:00,18-06-22
3308,97,07:09:00,18-06-22
3309,98,07:10:00,18-06-22
3310,90,07:11:00,18-06-22
3311,93,07:12:00,18-06-22
3312,97,07:13:00,18-06-22
3313,96,07:14:00,18-06-22
3314,97,07:15:00,18-06-22
3315,93,07:16:00,18-06-22
3316,96,07:17:00,18-06-22
3317,96,07:18:00,18-06-22
3318,93,07:19:00,18-06-22
3319,92,07:20:00,18-06-22
3320,95,07:21:00,18-06-22
3321,96,07:22:00,18-06-22
3322,92,07:23:00,18-06-22
3323,94,07:24:00,18-06-22
3324,94,07:25:00,18-06-22
3325,97,07:26:00,18-06-22
3326,90,07:27:00,18-06-22
3327,94,07:28:00,18-06-22
3328,94,07:29:00,18-06-22
3329,98,07:30:00,18-06-22
3330,96,07:31:00,18-06-22
3331,92,07:32:00,18-06-22
3332,96,07:33:00,18-06-22
3333,98,07:34:00,18-06-22
3334,95,07:35:00,18-06-22
3335,97,07:36:00,18-06-22
3336,94,07:37:00,18-06-22
3337,97,07:38:00,18-06-22
3338,90,07:39:00,18-06-22
3339,90,07:40:00,18-06-22
3340,98,07:41:00,18-06-22
3341,92,07:42:00,18-06-22
3342,90,07:43:00,18-06-22
3343,95,07:44:00,18-06-22
3344,95,07:45:00,18-06-22
3345,90,07:46:00,18-06-22
3346,90,07:47:00,18-06-22
3347,96,07:48:00,18-06-22
3348,92,07:49:00,18-06-22
3349,90,07:50:00,18-06-22
3350,93,07:51:00,18-06-22
3351,98,07:52:00,18-06-22
3352,96,07:53:00,18-06-22
3353,92,07:54:00,18-06-22
3354,97,07:55:00,18-06-22
3355,96,07:56:00,18-06-22
3356,98,07:57:00,18-06-22
3357,97,07:58:00,18-06-22
3358,95,07:59:00,18-06-22
3359,95,08:00:00,18-06-22
3360,94,08:01:00,18-06-22
3361,95,08:02:00,18-06-22
3362,94,08:03:00,18-06-22
3363,91,08:04:00,18-06-22
3364,98,08:05:00,18-06-22
3365,96,08:06:00,18-06-22
3366,97,08:07:00,18-06-22
3367,95,08:08:00,18-06-22
3368,90,08:09:00,18-06-22
3369,98,08:10:00,18-06-22
3370,98,08:11:00,18-06-22
3371,93,08:12:00,18-06-22
3372,90,08:13:00,18-06-22
3373,98,08:14:00,18-06-22
3374,92,08:15:00,18-06-22
3375,97,08:16:00,18-06-22
3376,90,08:17:00,18-06-22
3377,92,08:18:00,18-06-22
3378,98,08:19:00,18-06-22
3379,98,08:20:00,18-06-22
3380,90,08:21:00,18-06-22
3381,92,08:22:00,18-06-22
3382,92,08:23:00,18-06-22
3383,90,08:24:00,18-06-22
3384,91,08:25:00,18-06-22
3385,90,08:26:00,18-06-22
3386,97,08:27:00,18-06-22
3387,96,08:28:00,18-06-22
3388,90,08:29:00,18-06-22
3389,93,08:30:00,18-06-22
3390,93,08:31:00,18-06-22
3391,97,08:32:00,18-06-22
3392,90,08:33:00,18-06-22
3393,96,08:34:00,18-06-22
3394,96,08:35:00,18-06-22
3395,98,08:36:00,18-06-22
3396,95,08:37:00,18-06-22
3397,90,08:38:00,18-06-22
3398,92,08:39:00,18-06-22
3399,90,08:40:00,18-06-22
3400,98,08:41:00,18-06-22
3401,96,08:42:00,18-06-22
3402,96,08:43:00,18-06-22
3403,95,08:44:00,18-06-22
3404,91,08:45:00,18-06-22
3405,98,08:46:00,18-06-22
3406,95,08:47:00,18-06-22
3407,93,08:48:00,18-06-22
3408,90,08:49:00,18-06-22
3409,98,08:50:00,18-06-22
3410,94,08:51:00,18-06-22
3411,97,08:52:00,18-06-22
3412,96,08:53:00,18-06-22
3413,91,08:54:00,18-06-22
3414,96,08:55:00,18-06-22
3415,90,08:56:00,18-06-22
3416,90,08:57:00,18-06-22
3417,93,08:58:00,18-06-22
3418,96,08:59:00,18-06-22
3419,93,09:00:00,18-06-22
3420,93,09:01:00,18-06-22
3421,90,09:02:00,18-06-22
3422,98,09:03:00,18-06-22
3423,92,09:04:00,18-06-22
3424,91,09:05:00,18-06-22
3425,96,09:06:00,18-06-22
3426,91,09:07:00,18-06-22
3427,96,09:08:00,18-06-22
3428,97,09:09:00,18-06-22
3429,90,09:10:00,18-06-22
3430,93,09:11:00,18-06-22
3431,97,09:12:00,18-06-22
3432,96,09:13:00,18-06-22
3433,93,09:14:00,18-06-22
3434,95,09:15:00,18-06-22
3435,90,09:16:00,18-06-22
3436,92,09:17:00,18-06-22
3437,98,09:18:00,18-06-22
3438,97,09:19:00,18-06-22
3439,92,09:20:00,18-06-22
3440,91,09:21:00,18-06-22
3441,90,09:22:00,18-06-22
3442,94,09:23:00,18-06-22
3443,97,09:24:00,18-06-22
3444,94,09:25:00,18-06-22
3445,91,09:26:00,18-06-22
3446,98,09:27:00,18-06-22
3447,92,09:28:00,18-06-22
3448,98,09:29:00,18-06-22
3449,90,09:30:00,18-06-22
3450,95,09:31:00,18-06-22
3451,92,09:32:00,18-06-22
3452,92,09:33:00,18-06-22
3453,93,09:34:00,18-06-22
3454,90,09:35:00,18-06-22
3455,91,09:36:00,18-06-22
3456,93,09:37:00,18-06-22
3457,96,09:38:00,18-06-22
3458,96,09:39:00,18-06-22
3459,96,09:40:00,18-06-22
3460,91,09:41:00,18-06-22
3461,97,09:42:00,18-06-22
3462,96,09:43:00,18-06-22
3463,94,09:44:00,18-06-22
3464,94,09:45:00,18-06-22
3465,95,09:46:00,18-06-22
3466,96,09:47:00,18-06-22
3467,95,09:48:00,18-06-22
3468,97,09:49:00,18-06-22
3469,91,09:50:00,18-06-22
3470,92,09:51:00,18-06-22
3471,95,09:52:00,18-06-22
3472,94,09:53:00,18-06-22
3473,98,09:54:00,18-06-22
3474,97,09:55:00,18-06-22
3475,92,09:56:00,18-06-22
3476,91,09:57:00,18-06-22
3477,96,09:58:00,18-06-22
3478,94,09:59:00,18-06-22
3479,93,10:00:00,18-06-22
3480,90,10:01:00,18-06-22
3481,90,10:02:00,18-06-22
3482,96,10:03:00,18-06-22
3483,93,10:04:00,18-06-22
3484,94,10:05:00,18-06-22
3485,95,10:06:00,18-06-22
3486,95,10:07:00,18-06-22
3487,96,10:08:00,18-06-22
3488,97,10:09:00,18-06-22
3489,91,10:10:00,18-06-22
3490,93,10:11:00,18-06-22
3491,97,10:12:00,18-06-22
3492,95,10:13:00,18-06-22
3493,96,10:14:00,18-06-22
3494,94,10:15:00,18-06-22
3495,98,10:16:00,18-06-22
3496,91,10:17:00,18-06-22
3497,91,10:18:00,18-06-22
3498,96,10:19:00,18-06-22
3499,92,10:20:00,18-06-22
3500,91,10:21:00,18-06-22
3501,93,10:22:00,18-06-22
3502,95,10:23:00,18-06-22
3503,91,10:24:00,18-06-22
3504,93,10:25:00,18-06-22
3505,91,10:26:00,18-06-22
3506,95,10:27:00,18-06-22
3507,93,10:28:00,18-06-22
3508,97,10:29:00,18-06-22
3509,94,10:30:00,18-06-22
3510,96,10:31:00,18-06-22
3511,90,10:32:00,18-06-22
3512,92,10:33:00,18-06-22
3513,93,10:34:00,18-06-22
3514,96,10:35:00,18-06-22
3515,91,10:36:00,18-06-22
3516,95,10:37:00,18-06-22
3517,96,10:38:00,18-06-22
3518,90,10:39:00,18-06-22
3519,98,10:40:00,18-06-22
3520,92,10:41:00,18-06-22
3521,90,10:42:00,18-06-22
3522,91,10:43:00,18-06-22
3523,95,10:44:00,18-06-22
3524,97,10:45:00,18-06-22
3525,92,10:46:00,18-06-22
3526,94,10:47:00,18-06-22
3527,90,10:48:00,18-06-22
3528,97,10:49:00,18-06-22
3529,91,10:50:00,18-06-22
3530,94,10:51:00,18-06-22
3531,91,10:52:00,18-06-22
3532,97,10:53:00,18-06-22
3533,92,10:54:00,18-06-22
3534,97,10:55:00,18-06-22
3535,94,10:56:00,18-06-22
3536,91,10:57:00,18-06-22
3537,94,10:58:00,18-06-22
3538,95,10:59:00,18-06-22
3539,98,11:00:00,18-06-22
3540,92,11:01:00,18-06-22
3541,95,11:02:00,18-06-22
3542,91,11:03:00,18-06-22
3543,95,11:04:00,18-06-22
3544,96,11:05:00,18-06-22
3545,97,11:06:00,18-06-22
3546,91,11:07:00,18-06-22
3547,98,11:08:00,18-06-22
3548,91,11:09:00,18-06-22
3549,93,11:10:00,18-06-22
3550,90,11:11:00,18-06-22
3551,97,11:12:00,18-06-22
3552,94,11:13:00,18-06-22
3553,93,11:14:00,18-06-22
3554,98,11:15:00,18-06-22
3555,92,11:16:00,18-06-22
3556,93,11:17:00,18-06-22
3557,98,11:18:00,18-06-22
3558,91,11:19:00,18-06-22
3559,96,11:20:00,18-06-22
3560,93,11:21:00,18-06-22
3561,94,11:22:00,18-06-22
3562,94,11:23:00,18-06-22
3563,94,11:24:00,18-06-22
3564,91,11:25:00,18-06-22
3565,91,11:26:00,18-06-22
3566,94,11:27:00,18-06-22
3567,91,11:28:00,18-06-22
3568,96,11:29:00,18-06-22
3569,94,11:30:00,18-06-22
3570,98,11:31:00,18-06-22
3571,95,11:32:00,18-06-22
3572,98,11:33:00,18-06-22
3573,92,11:34:00,18-06-22
3574,94,11:35:00,18-06-22
3575,94,11:36:00,18-06-22
3576,94,11:37:00,18-06-22
3577,90,11:38:00,18-06-22
3578,97,11:39:00,18-06-22
3579,97,11:40:00,18-06-22
3580,96,11:41:00,18-06-22
3581,96,11:42:00,18-06-22
3582,97,11:43:00,18-06-22
3583,97,11:44:00,18-06-22
3584,90,11:45:00,18-06-22
3585,95,11:46:00,18-06-22
3586,98,11:47:00,18-06-22
3587,96,11:48:00,18-06-22
3588,93,11:49:00,18-06-22
3589,93,11:50:00,18-06-22
3590,95,11:51:00,18-06-22
3591,97,11:52:00,18-06-22
3592,92,11:53:00,18-06-22
3593,93,11:54:00,18-06-22
3594,90,11:55:00,18-06-22
3595,92,11:56:00,18-06-22
3596,96,11:57:00,18-06-22
3597,90,11:58:00,18-06-22
3598,96,11:59:00,18-06-22
3599,92,12:00:00,18-06-22
3600,97,12:01:00,18-06-22
3601,90,12:02:00,18-06-22
3602,96,12:03:00,18-06-22
3603,92,12:04:00,18-06-22
3604,92,12:05:00,18-06-22
3605,98,12:06:00,18-06-22
3606,95,12:07:00,18-06-22
3607,98,12:08:00,18-06-22
3608,94,12:09:00,18-06-22
3609,91,12:10:00,18-06-22
3610,98,12:11:00,18-06-22
3611,94,12:12:00,18-06-22
3612,96,12:13:00,18-06-22
3613,90,12:14:00,18-06-22
3614,90,12:15:00,18-06-22
3615,94,12:16:00,18-06-22
3616,94,12:17:00,18-06-22
3617,91,12:18:00,18-06-22
3618,94,12:19:00,18-06-22
3619,95,12:20:00,18-06-22
3620,98,12:21:00,18-06-22
3621,96,12:22:00,18-06-22
3622,90,12:23:00,18-06-22
3623,95,12:24:00,18-06-22
3624,97,12:25:00,18-06-22
3625,95,12:26:00,18-06-22
3626,93,12:27:00,18-06-22
3627,91,12:28:00,18-06-22
3628,96,12:29:00,18-06-22
3629,96,12:30:00,18-06-22
3630,90,12:31:00,18-06-22
3631,98,12:32:00,18-06-22
3632,90,12:33:00,18-06-22
3633,94,12:34:00,18-06-22
3634,97,12:35:00,18-06-22
